object_id,camera_id,evaluation_caption
MedicinePlasticBottle,PC5,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
MedicinePlasticBottle,PC6,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
MedicinePlasticBottle,PC7,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
MedicinePlasticBottle,PC8,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
MedicinePlasticBottle,PC9,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
MilkBottle,PC1,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
MilkBottle,PC2,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
MilkBottle,PC3,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
MilkBottle,PC4,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
MilkBottle,PC5,one full opaque open cylindrical plastic bottle with a snap finish and no closure
MilkBottle,PC6,one empty translucent closed cylindrical plastic bottle with a twist finish and screw closure
MilkBottle,PC7,one empty opaque open cylindrical plastic bottle with a twist finish and no closure
MilkBottle,PC8,one empty translucent open cylindrical glass bottle with a snap finish and no closure
MilkBottle,PC9,one empty translucent open cylindrical plastic bottle with a snap finish and no closure
PeanutButterJar,PC1,one full opaque closed cylindrical plastic jar with a twist finish and screw closure
PeanutButterJar,PC2,one full opaque closed cylindrical plastic jar with a twist finish and screw closure
PeanutButterJar,PC3,one full opaque closed cylindrical plastic jar with a twist finish and screw closure
PeanutButterJar,PC4,one full opaque closed cylindrical plastic jar with a twist finish and screw closure
PeanutButterJar,PC5,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PeanutButterJar,PC6,one full opaque closed cylindrical plastic jar with a twist finish and screw closure
PeanutButterJar,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PeanutButterJar,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PeanutButterJar,PC9,one full opaque closed cylindrical plastic jar with a twist finish and screw closure
PickleJar,PC1,one full transparent closed cylindrical plastic jar with a twist finish and screw closure
PickleJar,PC2,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PickleJar,PC3,one full transparent closed cylindrical plastic jar with a twist finish and screw closure
PickleJar,PC4,one full transparent closed cylindrical plastic bottle with a snap finish and snap closure
PickleJar,PC5,one full transparent closed cylindrical glass bottle with a snap finish and snap closure
PickleJar,PC6,one full opaque closed cylindrical plastic bottle with a snap finish and snap closure
PickleJar,PC7,one full opaque open cylindrical plastic bottle with a snap finish and no closure
PickleJar,PC8,one full translucent open cylindrical plastic bottle with a snap finish and no closure
PickleJar,PC9,one full translucent open cylindrical plastic bottle with a snap finish and no closure
PillBottle 1,PC1,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle 1,PC2,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle 1,PC3,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle 1,PC4,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle 1,PC5,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle 1,PC6,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle 1,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle 1,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle 1,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle,PC1,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle,PC2,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle,PC3,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle,PC4,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle,PC5,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle,PC6,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PlasticBottle,PC1,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PlasticBottle,PC2,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PlasticBottle,PC3,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PlasticBottle,PC4,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PlasticBottle,PC5,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
PlasticBottle,PC6,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PlasticBottle,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PlasticBottle,PC8,one empty opaque closed cylindrical plastic bottle with a twist finish and screw closure
PlasticBottle,PC9,one empty opaque closed cylindrical plastic bottle with a twist finish and screw closure
PlasticEmptyBottle,PC1,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PlasticEmptyBottle,PC2,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PlasticEmptyBottle,PC3,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PlasticEmptyBottle,PC4,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PlasticEmptyBottle,PC5,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PlasticEmptyBottle,PC6,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PlasticEmptyBottle,PC7,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
PlasticEmptyBottle,PC8,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PlasticEmptyBottle,PC9,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
ProteinJar,PC1,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
ProteinJar,PC2,one full opaque closed cylindrical plastic jar with a twist finish and screw closure
ProteinJar,PC3,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
ProteinJar,PC4,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
ProteinJar,PC5,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
ProteinJar,PC6,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
ProteinJar,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
ProteinJar,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
ProteinJar,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SoapBottle,PC1,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SoapBottle,PC2,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SoapBottle,PC3,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SoapBottle,PC4,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SoapBottle,PC5,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SoapBottle,PC6,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SoapBottle,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SoapBottle,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SoapBottle,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
TransparentWaterBottle,PC1,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
TransparentWaterBottle,PC2,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
TransparentWaterBottle,PC3,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
TransparentWaterBottle,PC4,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
TransparentWaterBottle,PC5,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
TransparentWaterBottle,PC6,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
TransparentWaterBottle,PC7,one full transparent open cylindrical plastic bottle with a twist finish and no closure
TransparentWaterBottle,PC8,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
TransparentWaterBottle,PC9,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
WaterBottle,PC1,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WaterBottle,PC2,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WaterBottle,PC3,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WaterBottle,PC4,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WaterBottle,PC5,one full opaque open cylindrical plastic bottle with a twist finish and no closure
WaterBottle,PC6,one full opaque open cylindrical plastic bottle with a twist finish and no closure
WaterBottle,PC7,one full opaque open cylindrical plastic bottle with a twist finish and no closure
WaterBottle,PC8,one full opaque open cylindrical plastic bottle with a twist finish and no closure
WaterBottle,PC9,one full opaque open cylindrical plastic bottle with a twist finish and no closure
WheyProteinJar,PC1,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WheyProteinJar,PC2,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WheyProteinJar,PC3,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WheyProteinJar,PC4,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WheyProteinJar,PC5,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WheyProteinJar,PC6,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WheyProteinJar,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WheyProteinJar,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WheyProteinJar,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
